action_id	lemma	verbnet_key	class_id	wordnet_senses_json	propbank_groupings_json	framenet_frames_json	provenance
vn34:manner_speaking-37.3:d54aad2dfdc90215	bawl	bawl#1	manner_speaking-37.3	"[""bawl%2:32:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:manner_speaking-37.3
vn34:animal_sounds-38:553c2661296db56a	bay	bay#1	animal_sounds-38	"[""bay%2:32:01""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:animal_sounds-38
vn34:exist-47.1:21fbb845435c28fe	be	be#3	exist-47.1	"[""be%2:42:00"",""be%2:42:05""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:exist-47.1
vn34:representation-110.1:7683bf4f570cc52a	be	be#1	representation-110.1	"[""be%2:42:06"",""be%2:42:08""]"	"[""be.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:representation-110.1
vn34:seem-109-1-1:8117cc00949e89b3	be	be#2	seem-109-1-1	"[""be%2:42:02"",""be%2:42:03"",""be%2:42:06""]"	"[""be.01"",""be.03""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:seem-109-1-1
vn34:say-37.7:461d64d0f12205e4	be_like	be_like#1	say-37.7	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:say-37.7
vn34:pocket-9.10:854ee4ae1527ac1b	beach	beach#1	pocket-9.10	"[""beach%2:38:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:pocket-9.10
vn34:build-26.1:1c959691d8f5fc14	bead	bead#1	build-26.1	"[""bead%2:35:00"",""bead%2:36:00""]"	"[""bead.02""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:build-26.1
vn34:illustrate-25.3:d8701cdbc2ef170d	bead	bead#2	illustrate-25.3	"[""bead%2:35:00"",""bead%2:36:00""]"	"[""bead.02""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:illustrate-25.3
vn34:substance_emission-43.4-1:b2ffb762e7c02ee8	bead	bead#3	substance_emission-43.4-1	"[""bead%2:42:00""]"	"[""bead.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:substance_emission-43.4-1
vn34:light_emission-43.1:8dcc596fc1cd6461	beam	beam#1	light_emission-43.1	"[""beam%2:43:03""]"	"[""beam.02""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:light_emission-43.1
vn34:nonverbal_expression-40.2:59d61dba67f1d91f	beam	beam#2	nonverbal_expression-40.2	"[""beam%2:29:00"",""beam%2:32:01""]"	"[""beam.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:nonverbal_expression-40.2
vn34:admire-31.2:d56e8108a7a1b6a9	bear	bear#1	admire-31.2	[]	"[""bear.05""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:admire-31.2
vn34:birth-28.2-1-1:14ce827b1897044a	bear	bear#2	birth-28.2-1-1	"[""bear%2:29:01"",""bear%2:42:14""]"	"[""bear.02""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:birth-28.2-1-1
vn34:support-15.3:0e8d7104f5b7e1db	bear	bear#3	support-15.3	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:support-15.3
vn34:relate-86.2-1:fca969c88264965a	bear_on	bear_on#1	relate-86.2-1	"[""bear_on%2:42:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:relate-86.2-1
vn34:pit-10.7:df861fa588ec3c38	beard	beard#1	pit-10.7	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:pit-10.7
vn34:crane-40.3.2:ff721c8945a68859	beat	beat#1	crane-40.3.2	"[""beat%2:35:10""]"	"[""beat.02""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:crane-40.3.2
vn34:hit-18.1-1:02871f3daf257a01	beat	beat#2	hit-18.1-1	"[""beat%2:35:01"",""beat%2:35:03"",""beat%2:35:10"",""beat%2:35:12"",""beat%2:36:00""]"	"[""beat.03"",""beat.11""]"	"[""Cause_harm""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:hit-18.1-1
vn34:knead-26.5:03e8b79f53f4b83c	beat	beat#3	knead-26.5	"[""beat%2:36:00""]"	"[""beat.06""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:knead-26.5
vn34:shake-22.3-1-1:e0081ede8193e4f4	beat	beat#4	shake-22.3-1-1	"[""beat%2:35:03""]"	"[""beat.06""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:shake-22.3-1-1
vn34:sound_emission-43.2:41bbb68467a158a3	beat	beat#5	sound_emission-43.2	"[""beat%2:39:00"",""beat%2:39:01""]"	"[""beat.02""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:sound_emission-43.2
vn34:other_cos-45.4:3984c930bf4c160e	beautify	beautify#1	other_cos-45.4	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4
vn34:wink-40.3.1:b3b31514fe1f5f8c	beckon	beckon#1	wink-40.3.1	[]	"[""beckon.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:wink-40.3.1
vn34:become-109.1-1-1:795ea8b59ca50a3c	become	become#1	become-109.1-1-1	"[""become%2:30:00""]"	"[""become.01""]"	"[""Becoming""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:become-109.1-1-1
vn34:pocket-9.10:71013a178acd7dba	bed	bed#1	pocket-9.10	"[""bed%2:35:01""]"	"[""bed.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:pocket-9.10
vn34:remedy-45.7:03bb578044ed885c	bedew	bedew#1	remedy-45.7	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:remedy-45.7
vn34:sound_emission-43.2:6b301d00bd4f8165	beep	beep#1	sound_emission-43.2	"[""beep%2:39:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:sound_emission-43.2
vn34:occur-48.3-1:948abdf702671202	befall	befall#1	occur-48.3-1	[]	"[""befall.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:occur-48.3-1
vn34:amuse-31.1:1a1e120a00712f52	befuddle	befuddle#1	amuse-31.1	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:amuse-31.1
vn34:beg-58.2-1-1:68af9191a604cc7f	beg	beg#1	beg-58.2-1-1	"[""beg%2:32:00"",""beg%2:32:01""]"	"[""beg.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:beg-58.2-1-1
vn34:birth-28.2-1-1:7ae2af8b23793056	beget	beget#1	birth-28.2-1-1	"[""beget%2:29:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:birth-28.2-1-1
vn34:engender-27.1:9b2908e2f021382a	beget	beget#2	engender-27.1	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:engender-27.1
vn34:orphan-29.7:36d1171eabbf6624	beggar	beggar#1	orphan-29.7	"[""beggar%2:40:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:orphan-29.7
vn34:begin-55.1-1-1:5e2127438119a261	begin	begin#1	begin-55.1-1-1	"[""begin%2:30:00"",""begin%2:30:01"",""begin%2:41:00"",""begin%2:41:04"",""begin%2:42:00"",""begin%2:42:04""]"	"[""begin.01"",""begin.02"",""begin.04""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:begin-55.1-1-1
vn34:terminus-47.9:2ca0f828e2045255	begin	begin#2	terminus-47.9	"[""begin%2:42:00""]"	"[""begin.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:terminus-47.9
vn34:amuse-31.1:eed1cf4d1db56063	beguile	beguile#1	amuse-31.1	"[""beguile%2:37:00"",""beguile%2:41:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:amuse-31.1
vn34:masquerade-29.6-1:81dc087587ffa28a	behave	behave#1	masquerade-29.6-1	"[""behave%2:29:00""]"	"[""behave.01""]"	"[""Conduct""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:masquerade-29.6-1
vn34:masquerade-29.6:f0a672ea38528e18	behave	behave#1	masquerade-29.6	"[""behave%2:29:00""]"	"[""behave.01""]"	"[""Conduct""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:masquerade-29.6
vn34:poison-42.2:831182567cdb926c	behead	behead#1	poison-42.2	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:poison-42.2
vn34:sight-30.2:b9ec21ec503e4f3a	behold	behold#1	sight-30.2	"[""behold%2:39:00""]"	"[""behold.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:sight-30.2
vn34:hiccup-40.1.1:f9e28080f3d21909	belch	belch#1	hiccup-40.1.1	"[""belch%2:29:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:hiccup-40.1.1
vn34:substance_emission-43.4-1:bd255b7aedcb9b85	belch	belch#2	substance_emission-43.4-1	"[""belch%2:29:00"",""belch%2:30:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:substance_emission-43.4-1
vn34:admire-31.2:ddc558d36837e156	believe	believe#1	admire-31.2	"[""believe%2:31:04""]"	"[""believe.01""]"	"[""Awareness""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:admire-31.2
vn34:conjecture-29.5-1:61fed4e719b23b58	believe	believe#2	conjecture-29.5-1	"[""believe%2:31:03"",""believe%2:31:04""]"	"[""believe.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:conjecture-29.5-1
vn34:judgment-33.1-1:95cc14f8b1fbf4db	belittle	belittle#1	judgment-33.1-1	[]	"[""belittle.01""]"	"[""Judgment_communication""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:judgment-33.1-1
vn34:animal_sounds-38:b33c2bfe9108b4a0	bellow	bellow#1	animal_sounds-38	"[""bellow%2:32:01""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:animal_sounds-38
vn34:manner_speaking-37.3:eb0be742818d9fd5	bellow	bellow#2	manner_speaking-37.3	"[""bellow%2:32:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:manner_speaking-37.3
vn34:sound_emission-43.2:03942640aaa994e6	bellow	bellow#3	sound_emission-43.2	"[""bellow%2:32:00"",""bellow%2:32:01""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:sound_emission-43.2
vn34:complain-37.8:0bfe6ffd860c35a4	bellyache	bellyache#1	complain-37.8	"[""bellyache%2:32:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:complain-37.8
vn34:attend-107.4-2:bca8313e21c3ffcb	belong	belong#1	attend-107.4-2	"[""belong%2:42:01"",""belong%2:42:02"",""belong%2:42:03"",""belong%2:42:06"",""belong%2:42:07""]"	"[""belong.02""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:attend-107.4-2
vn34:performance-26.7:4152c2eabdf9fafa	belt	belt#1	performance-26.7	"[""belt%2:36:00""]"	"[""belt.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:performance-26.7
vn34:spank-18.3:a112d18976a6bef6	belt	belt#2	spank-18.3	"[""belt%2:35:00""]"	"[""belt.02""]"	"[""Cause_harm""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:spank-18.3
vn34:tape-22.4:c7e39cb12233cbfc	belt	belt#3	tape-22.4	"[""belt%2:35:01""]"	"[""belt.03""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:tape-22.4
vn34:pocket-9.10:d0d4f5d8c786b73c	bench	bench#1	pocket-9.10	"[""bench%2:41:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:pocket-9.10
vn34:assuming_position-50:8f4ebd4ce9efa07f	bend	bend#1	assuming_position-50	"[""bend%2:38:03""]"	"[""bend.02""]"	"[""Change_posture""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:assuming_position-50
vn34:bend-45.2:74c571b9835ecdf6	bend	bend#2	bend-45.2	"[""?bend%2:38:00"",""bend%2:35:00""]"	"[""bend.02"",""bend.05""]"	"[""Body_movement""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:bend-45.2
vn34:knead-26.5:535ef9df8e231524	bend	bend#3	knead-26.5	"[""bend%2:35:00""]"	"[""bend.02""]"	"[""Reshaping""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:knead-26.5
vn34:meander-47.7-1:632b1e397eb03e9b	bend	bend#4	meander-47.7-1	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:meander-47.7-1
vn34:put_spatial-9.2:b2e2037f6dee44e8	bend	bend#5	put_spatial-9.2	"[""bend%2:35:00"",""bend%2:38:00""]"	"[""bend.02"",""bend.05""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:put_spatial-9.2
vn34:spatial_configuration-47.6-1:4d78b38acbd257d6	bend	bend#6	spatial_configuration-47.6-1	"[""bend%2:35:00"",""bend%2:38:00""]"	"[""bend.02"",""bend.05""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:spatial_configuration-47.6-1
vn34:benefit-72.2:c2d4863bfdf5ba49	benefit	benefit#1	benefit-72.2	"[""benefit%2:40:00"",""benefit%2:40:01""]"	"[""benefit.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:benefit-72.2
vn34:future_having-13.3:e9271dcb74317077	bequeath	bequeath#1	future_having-13.3	"[""bequeath%2:40:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:future_having-13.3
vn34:judgment-33.1-1:de8878f5f037c47e	berate	berate#1	judgment-33.1-1	"[""berate%2:32:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:judgment-33.1-1
vn34:deprive-10.6.2:164600e626672a6a	bereave	bereave#1	deprive-10.6.2	"[""bereave%2:40:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:deprive-10.6.2
vn34:berry-13.7:ebabd84b4ce1dd2b	berry	berry#1	berry-13.7	"[""berry%2:35:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:berry-13.7
vn34:pocket-9.10-1:628dc2b5577919cc	berth	berth#1	pocket-9.10-1	"[""berth%2:35:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:pocket-9.10-1
vn34:fill-9.8:6c69fa6897b4d48c	bestrew	bestrew#1	fill-9.8	"[""bestrew%2:35:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:fill-9.8
vn34:contiguous_location-47.8:aa5f4116aa9a0adc	bestride	bestride#1	contiguous_location-47.8	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:contiguous_location-47.8
vn34:bill-54.5-1:c85ef05f6980d0c2	bet	bet#1	bill-54.5-1	"[""bet%2:33:00""]"	"[""bet.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:bill-54.5-1
vn34:rely-70:967ea2a92dd50c5a	bet	bet#2	rely-70	"[""bet%2:31:00""]"	"[""bet.02""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:rely-70
vn34:risk-94:a3e4046f82062a89	bet	bet#3	risk-94	"[""bet%2:32:00""]"	"[""bet.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:risk-94
vn34:contribute-13.2:e31301749ad84f98	betroth	betroth#1	contribute-13.2	"[""betroth%2:32:00""]"	"[""betroth.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:contribute-13.2
vn34:exceed-90:32e15eb961a31dd9	better	better#1	exceed-90	"[""better%2:33:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:exceed-90
vn34:admire-31.2:b7a24e412f278da2	bewail	bewail#1	admire-31.2	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:admire-31.2
vn34:marvel-31.3:54c1fdb2ba67eded	beware	beware#1	marvel-31.3	"[""beware%2:31:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:marvel-31.3
vn34:amuse-31.1:41b950e6571a8ca5	bewilder	bewilder#1	amuse-31.1	"[""bewilder%2:31:00"",""bewilder%2:37:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:amuse-31.1
vn34:amuse-31.1:18633692075bc565	bewitch	bewitch#1	amuse-31.1	"[""bewitch%2:32:00"",""bewitch%2:37:00""]"	"[""bewitch.01""]"	"[""Experiencer_obj""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:amuse-31.1
vn34:lure-59.3:4a20334807ad7571	bewitch	bewitch#2	lure-59.3	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:lure-59.3
vn34:addict-96:22aa2936baabbef1	bias	bias#1	addict-96	"[""bias%2:33:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:addict-96
vn34:battle-36.4:7563554dd24b2557	bicker	bicker#1	battle-36.4	"[""bicker%2:32:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:battle-36.4
vn34:vehicle-51.4.1-1:f4643fde60fe817a	bicycle	bicycle#1	vehicle-51.4.1-1	"[""bicycle%2:38:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:vehicle-51.4.1-1
vn34:spank-18.3:3053e47cc589474e	biff	biff#1	spank-18.3	"[""biff%2:35:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:spank-18.3
vn34:other_cos-45.4:1f0d0e731d81d05e	bifurcate	bifurcate#1	other_cos-45.4	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4
vn34:drive-11.5:463e35f9b0c1d050	bike	bike#1	drive-11.5	"[""bike%2:38:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:drive-11.5
vn34:vehicle-51.4.1-1:35032e5cce28f652	bike	bike#2	vehicle-51.4.1-1	"[""bike%2:38:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:vehicle-51.4.1-1
vn34:bill-54.5-1:725a3d12b0a26407	bill	bill#1	bill-54.5-1	"[""bill%2:40:00""]"	"[""bill.01""]"	"[""Billing""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:bill-54.5-1
vn34:characterize-29.2:05aa39a7fdb6d8c6	bill	bill#2	characterize-29.2	"[""bill%2:32:00"",""bill%2:32:01""]"	"[""bill.02""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:characterize-29.2
vn34:pocket-9.10:6e6162b929115c05	billet	billet#1	pocket-9.10	"[""billet%2:42:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:pocket-9.10
vn34:entity_specific_modes_being-47.2:99c22cf40c96a6d9	billow	billow#1	entity_specific_modes_being-47.2	"[""billow%2:38:02""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:entity_specific_modes_being-47.2
vn34:pocket-9.10:f241329a831e915c	bin	bin#1	pocket-9.10	"[""bin%2:35:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:pocket-9.10
vn34:fill-9.8-1:c2dbb7dabf410747	bind	bind#1	fill-9.8-1	"[""bind%2:35:00"",""bind%2:35:01"",""bind%2:35:07"",""bind%2:35:08""]"	"[""bind.02""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:fill-9.8-1
vn34:shake-22.3-2-1:ab0eacb3d8e995c9	bind	bind#2	shake-22.3-2-1	"[""?bind%2:35:00"",""?bind%2:35:01"",""?bind%2:35:06"",""?bind%2:35:07"",""bind%2:35:02""]"	"[""bind.01"",""bind.02"",""bind.04""]"	"[""Attaching""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:shake-22.3-2-1
vn34:spank-18.3:520d30b6f33aebfe	birch	birch#1	spank-18.3	"[""birch%2:35:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:spank-18.3
vn34:berry-13.7:1079c2d5a8254cb5	birdnest	birdnest#1	berry-13.7	"[""birdnest%2:35:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:berry-13.7
vn34:birth-28.2-1-1:463ff6692b4cb482	birth	birth#1	birth-28.2-1-1	"[""birth%2:29:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:birth-28.2-1-1
vn34:other_cos-45.4:9eebfc546e69161a	bisect	bisect#1	other_cos-45.4	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4
vn34:complain-37.8:3d54c8e5fe8c6d72	bitch	bitch#1	complain-37.8	"[""bitch%2:32:01""]"	[]	"[""Complaining""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:complain-37.8
vn34:hurt-40.8.3-2:b5668f0e4899fcaf	bite	bite#1	hurt-40.8.3-2	"[""bite%2:35:00""]"	"[""bite.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:hurt-40.8.3-2
vn34:swat-18.2:28e160006938f6b5	bite	bite#2	swat-18.2	"[""?bite%2:35:01"",""bite%2:35:00""]"	"[""bite.01"",""bite.02""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:swat-18.2
vn34:odge-46-1:d000633ef25e8518	bivouac	bivouac#1	odge-46-1	"[""bivouac%2:42:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:odge-46-1
vn34:say-37.7-1-1:74606b8aa561cf43	blab	blab#1	say-37.7-1-1	"[""blab%2:32:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:say-37.7-1-1
vn34:say-37.7-1:38092456ef74a533	blabber	blabber#1	say-37.7-1	"[""blabber%2:32:00""]"	"[""blabber.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:say-37.7-1
vn34:butter-9.9:2140354c311f4d1d	black	black#1	butter-9.9	"[""black%2:30:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:butter-9.9
vn34:change_bodily_state-40.8.4:8ddf440e2c638631	black_out	black_out#1	change_bodily_state-40.8.4	"[""black_out%2:29:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:change_bodily_state-40.8.4
vn34:berry-13.7:1f5494234251d1b1	blackberry	blackberry#1	berry-13.7	"[""blackberry%2:35:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:berry-13.7
vn34:other_cos-45.4:6c2bdbd6e6c5cee8	blacken	blacken#1	other_cos-45.4	"[""blacken%2:30:00"",""blacken%2:30:01""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4
vn34:trick-59.2:9ff14f8f0f792751	blackmail	blackmail#1	trick-59.2	"[""blackmail%2:40:00"",""blackmail%2:41:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:trick-59.2
vn34:fill-9.8:c9308c3da367c958	blacktop	blacktop#1	fill-9.8	"[""blacktop%2:35:00""]"	"[""blacktop.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:fill-9.8
vn34:judgment-33.1:29a562d8fc815e48	blame	blame#1	judgment-33.1	[]	"[""blame.01"",""blame.02""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:judgment-33.1
vn34:change_bodily_state-40.8.4:8405ec60ef1bfb52	blanch	blanch#1	change_bodily_state-40.8.4	"[""blanch%2:29:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:change_bodily_state-40.8.4
vn34:cooking-45.3:f794683622042387	blanch	blanch#2	cooking-45.3	"[""blanch%2:30:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:cooking-45.3
