action_id	lemma	frame_id	thematic_role	hole_role	requirement	strength	mapping_status	provenance
vn34:dedicate-79:375f72ecf129c1c4	dedicate	dedicate-79:frame:43e9fdbd0b91a9d7	Goal	PostVerbHole2	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:dedicate-79:role:Goal:lossless-v1
vn34:dedicate-79:375f72ecf129c1c4	dedicate	dedicate-79:frame:43e9fdbd0b91a9d7	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:dedicate-79:role:Agent:audited-projection-v1
vn34:dedicate-79:375f72ecf129c1c4	dedicate	dedicate-79:frame:9a4b2e7b5df09a73	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:dedicate-79:role:Theme:lossless-v1
vn34:dedicate-79:375f72ecf129c1c4	dedicate	dedicate-79:frame:9a4b2e7b5df09a73	Goal	PostVerbHole2	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:dedicate-79:role:Goal:lossless-v1
vn34:dedicate-79:375f72ecf129c1c4	dedicate	dedicate-79:frame:9a4b2e7b5df09a73	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:dedicate-79:role:Agent:audited-projection-v1
vn34:deduce-97.2:c614247903e82916	deduce	deduce-97.2:frame:1eea1c052c2d9131	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:deduce-97.2:role:Theme:lossless-v1
vn34:deduce-97.2:c614247903e82916	deduce	deduce-97.2:frame:1eea1c052c2d9131	Source	PostVerbHole2	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:deduce-97.2:role:Source:lossless-v1
vn34:deduce-97.2:c614247903e82916	deduce	deduce-97.2:frame:1eea1c052c2d9131	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:deduce-97.2:role:Agent:audited-projection-v1
vn34:deduce-97.2:c614247903e82916	deduce	deduce-97.2:frame:34cf4497ba1e2a9f	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:deduce-97.2:role:Theme:lossless-v1
vn34:deduce-97.2:c614247903e82916	deduce	deduce-97.2:frame:34cf4497ba1e2a9f	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:deduce-97.2:role:Agent:audited-projection-v1
vn34:deduce-97.2:c614247903e82916	deduce	deduce-97.2:frame:aa075129d8c6d92e	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:deduce-97.2:role:Theme:lossless-v1
vn34:deduce-97.2:c614247903e82916	deduce	deduce-97.2:frame:aa075129d8c6d92e	Source	PostVerbHole2	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:deduce-97.2:role:Source:lossless-v1
vn34:deduce-97.2:c614247903e82916	deduce	deduce-97.2:frame:aa075129d8c6d92e	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:deduce-97.2:role:Agent:audited-projection-v1
vn34:deduce-97.2:c614247903e82916	deduce	deduce-97.2:frame:f2b4459d33c19e38	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:deduce-97.2:role:Theme:lossless-v1
vn34:deduce-97.2:c614247903e82916	deduce	deduce-97.2:frame:f2b4459d33c19e38	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:deduce-97.2:role:Agent:audited-projection-v1
vn34:discover-84:509818655924b5dd	deduce	discover-84:frame:4438631ca11ce174	Topic	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:discover-84:role:Topic:lossless-v1
vn34:discover-84:509818655924b5dd	deduce	discover-84:frame:4438631ca11ce174	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:discover-84:role:Agent:audited-projection-v1
vn34:discover-84:509818655924b5dd	deduce	discover-84:frame:6c878a5401a4155a	Topic	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:discover-84:role:Topic:lossless-v1
vn34:discover-84:509818655924b5dd	deduce	discover-84:frame:6c878a5401a4155a	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:discover-84:role:Agent:audited-projection-v1
vn34:discover-84:509818655924b5dd	deduce	discover-84:frame:7f3cbffbb6f2a790	Topic	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:discover-84:role:Topic:lossless-v1
vn34:discover-84:509818655924b5dd	deduce	discover-84:frame:7f3cbffbb6f2a790	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:discover-84:role:Agent:audited-projection-v1
vn34:discover-84:509818655924b5dd	deduce	discover-84:frame:89df4e669e01dac2	Topic	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:discover-84:role:Topic:lossless-v1
vn34:discover-84:509818655924b5dd	deduce	discover-84:frame:89df4e669e01dac2	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:discover-84:role:Agent:audited-projection-v1
vn34:discover-84:509818655924b5dd	deduce	discover-84:frame:8e4ea84ac478e430	Topic	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:discover-84:role:Topic:lossless-v1
vn34:discover-84:509818655924b5dd	deduce	discover-84:frame:8e4ea84ac478e430	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:discover-84:role:Agent:audited-projection-v1
vn34:discover-84:509818655924b5dd	deduce	discover-84:frame:92a801230a9538e8	Topic	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:discover-84:role:Topic:lossless-v1
vn34:discover-84:509818655924b5dd	deduce	discover-84:frame:92a801230a9538e8	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:discover-84:role:Agent:audited-projection-v1
vn34:deduce-97.2:ee421cf793654714	deduct	deduce-97.2:frame:1eea1c052c2d9131	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:deduce-97.2:role:Theme:lossless-v1
vn34:deduce-97.2:ee421cf793654714	deduct	deduce-97.2:frame:1eea1c052c2d9131	Source	PostVerbHole2	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:deduce-97.2:role:Source:lossless-v1
vn34:deduce-97.2:ee421cf793654714	deduct	deduce-97.2:frame:1eea1c052c2d9131	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:deduce-97.2:role:Agent:audited-projection-v1
vn34:deduce-97.2:ee421cf793654714	deduct	deduce-97.2:frame:34cf4497ba1e2a9f	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:deduce-97.2:role:Theme:lossless-v1
vn34:deduce-97.2:ee421cf793654714	deduct	deduce-97.2:frame:34cf4497ba1e2a9f	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:deduce-97.2:role:Agent:audited-projection-v1
vn34:deduce-97.2:ee421cf793654714	deduct	deduce-97.2:frame:aa075129d8c6d92e	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:deduce-97.2:role:Theme:lossless-v1
vn34:deduce-97.2:ee421cf793654714	deduct	deduce-97.2:frame:aa075129d8c6d92e	Source	PostVerbHole2	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:deduce-97.2:role:Source:lossless-v1
vn34:deduce-97.2:ee421cf793654714	deduct	deduce-97.2:frame:aa075129d8c6d92e	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:deduce-97.2:role:Agent:audited-projection-v1
vn34:deduce-97.2:ee421cf793654714	deduct	deduce-97.2:frame:f2b4459d33c19e38	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:deduce-97.2:role:Theme:lossless-v1
vn34:deduce-97.2:ee421cf793654714	deduct	deduce-97.2:frame:f2b4459d33c19e38	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:deduce-97.2:role:Agent:audited-projection-v1
vn34:multiply-108-2:717653c1b627ee71	deduct	multiply-108-2:frame:f7793ebac65bbefe	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:multiply-108-2:role:Theme:lossless-v1
vn34:multiply-108-2:717653c1b627ee71	deduct	multiply-108-2:frame:f7793ebac65bbefe	Co-Theme	PostVerbHole2	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:multiply-108-2:role:Co-Theme:lossless-v1
vn34:multiply-108-2:717653c1b627ee71	deduct	multiply-108-2:frame:f7793ebac65bbefe	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:multiply-108-2:role:Agent:audited-projection-v1
vn34:remove-10.1:c9db0f4cb82ac1da	deduct	remove-10.1:frame:a816427045b98e94	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:remove-10.1:role:Theme:lossless-v1
vn34:remove-10.1:c9db0f4cb82ac1da	deduct	remove-10.1:frame:a816427045b98e94	Initial_Location	PostVerbHole2	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:remove-10.1:role:Initial_Location:lossless-v1
vn34:remove-10.1:c9db0f4cb82ac1da	deduct	remove-10.1:frame:a816427045b98e94	Agent	SubjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""int_control""},{""op"":""atom"",""sign"":""+"",""type"":""organization""}],""op"":""any""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:remove-10.1:role:Agent:lossless-v1
vn34:remove-10.1:c9db0f4cb82ac1da	deduct	remove-10.1:frame:bbfd5475e241990a	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:remove-10.1:role:Theme:lossless-v1
vn34:remove-10.1:c9db0f4cb82ac1da	deduct	remove-10.1:frame:bbfd5475e241990a	Agent	SubjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""int_control""},{""op"":""atom"",""sign"":""+"",""type"":""organization""}],""op"":""any""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:remove-10.1:role:Agent:lossless-v1
vn34:consider-29.9-1:b15241a7d852454e	deem	consider-29.9-1:frame:d15b200f5c256372	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:consider-29.9-1:role:Theme:lossless-v1
vn34:consider-29.9-1:b15241a7d852454e	deem	consider-29.9-1:frame:d15b200f5c256372	Attribute	PostVerbHole2	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:consider-29.9-1:role:Attribute:lossless-v1
vn34:consider-29.9-1:b15241a7d852454e	deem	consider-29.9-1:frame:d15b200f5c256372	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:consider-29.9-1:role:Agent:audited-projection-v1
vn34:cooking-45.3:8a0b20cd018ca956	deep-fry	cooking-45.3:frame:13ee00e619d031e3	Patient	ObjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""concrete""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:cooking-45.3:role:Patient:lossless-v1
vn34:cooking-45.3:8a0b20cd018ca956	deep-fry	cooking-45.3:frame:13ee00e619d031e3	Result	PostVerbHole2	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:cooking-45.3:role:Result:lossless-v1
vn34:cooking-45.3:8a0b20cd018ca956	deep-fry	cooking-45.3:frame:13ee00e619d031e3	Agent	SubjectHole	HasSort Animate	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:cooking-45.3:role:Agent:audited-projection-v1
vn34:cooking-45.3:8a0b20cd018ca956	deep-fry	cooking-45.3:frame:2fd5d5fcd88184ae	Patient	ObjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""concrete""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:cooking-45.3:role:Patient:lossless-v1
vn34:cooking-45.3:8a0b20cd018ca956	deep-fry	cooking-45.3:frame:2fd5d5fcd88184ae	Result	PostVerbHole2	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:cooking-45.3:role:Result:lossless-v1
vn34:cooking-45.3:8a0b20cd018ca956	deep-fry	cooking-45.3:frame:2fd5d5fcd88184ae	Instrument	PostVerbHole3	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""solid""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:cooking-45.3:role:Instrument:lossless-v1
vn34:cooking-45.3:8a0b20cd018ca956	deep-fry	cooking-45.3:frame:2fd5d5fcd88184ae	Agent	SubjectHole	HasSort Animate	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:cooking-45.3:role:Agent:audited-projection-v1
vn34:cooking-45.3:8a0b20cd018ca956	deep-fry	cooking-45.3:frame:3e61bea84c231e36	Patient	SubjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""concrete""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:cooking-45.3:role:Patient:lossless-v1
vn34:cooking-45.3:8a0b20cd018ca956	deep-fry	cooking-45.3:frame:988dfeaf0e30c8ea	Patient	ObjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""concrete""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:cooking-45.3:role:Patient:lossless-v1
vn34:cooking-45.3:8a0b20cd018ca956	deep-fry	cooking-45.3:frame:988dfeaf0e30c8ea	Instrument	SubjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""solid""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:cooking-45.3:role:Instrument:lossless-v1
vn34:cooking-45.3:8a0b20cd018ca956	deep-fry	cooking-45.3:frame:a857eb65e4877ab6	Result	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:cooking-45.3:role:Result:lossless-v1
vn34:cooking-45.3:8a0b20cd018ca956	deep-fry	cooking-45.3:frame:a857eb65e4877ab6	Instrument	PostVerbHole2	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""solid""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:cooking-45.3:role:Instrument:lossless-v1
vn34:cooking-45.3:8a0b20cd018ca956	deep-fry	cooking-45.3:frame:a857eb65e4877ab6	Patient	SubjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""concrete""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:cooking-45.3:role:Patient:lossless-v1
vn34:cooking-45.3:8a0b20cd018ca956	deep-fry	cooking-45.3:frame:b2bfcc9ef04d8540	Patient	SubjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""concrete""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:cooking-45.3:role:Patient:lossless-v1
vn34:cooking-45.3:8a0b20cd018ca956	deep-fry	cooking-45.3:frame:be4ea259a09bcb93	Result	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:cooking-45.3:role:Result:lossless-v1
vn34:cooking-45.3:8a0b20cd018ca956	deep-fry	cooking-45.3:frame:be4ea259a09bcb93	Patient	SubjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""concrete""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:cooking-45.3:role:Patient:lossless-v1
vn34:cooking-45.3:8a0b20cd018ca956	deep-fry	cooking-45.3:frame:c3f5b4564530674a	Patient	ObjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""concrete""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:cooking-45.3:role:Patient:lossless-v1
vn34:cooking-45.3:8a0b20cd018ca956	deep-fry	cooking-45.3:frame:c3f5b4564530674a	Instrument	PostVerbHole2	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""solid""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:cooking-45.3:role:Instrument:lossless-v1
vn34:cooking-45.3:8a0b20cd018ca956	deep-fry	cooking-45.3:frame:c3f5b4564530674a	Agent	SubjectHole	HasSort Animate	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:cooking-45.3:role:Agent:audited-projection-v1
vn34:cooking-45.3:8a0b20cd018ca956	deep-fry	cooking-45.3:frame:d89f7964770219ac	Patient	ObjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""concrete""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:cooking-45.3:role:Patient:lossless-v1
vn34:cooking-45.3:8a0b20cd018ca956	deep-fry	cooking-45.3:frame:d89f7964770219ac	Agent	SubjectHole	HasSort Animate	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:cooking-45.3:role:Agent:audited-projection-v1
vn34:other_cos-45.4:63b8f971a2938b26	deepen	other_cos-45.4:frame:4f20fd50c2d5f00f	Patient	SubjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4:role:Patient:lossless-v1
vn34:other_cos-45.4:63b8f971a2938b26	deepen	other_cos-45.4:frame:7630d78c6c903f7f	Patient	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4:role:Patient:lossless-v1
vn34:other_cos-45.4:63b8f971a2938b26	deepen	other_cos-45.4:frame:7630d78c6c903f7f	Instrument	SubjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4:role:Instrument:lossless-v1
vn34:other_cos-45.4:63b8f971a2938b26	deepen	other_cos-45.4:frame:a5802d66d1a90299	Patient	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4:role:Patient:lossless-v1
vn34:other_cos-45.4:63b8f971a2938b26	deepen	other_cos-45.4:frame:a5802d66d1a90299	Instrument	PostVerbHole2	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4:role:Instrument:lossless-v1
vn34:other_cos-45.4:63b8f971a2938b26	deepen	other_cos-45.4:frame:a5802d66d1a90299	Agent	SubjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""int_control""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4:role:Agent:lossless-v1
vn34:other_cos-45.4:63b8f971a2938b26	deepen	other_cos-45.4:frame:b1ea3acdfba7651b	Patient	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4:role:Patient:lossless-v1
vn34:other_cos-45.4:63b8f971a2938b26	deepen	other_cos-45.4:frame:b1ea3acdfba7651b	Agent	SubjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""int_control""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4:role:Agent:lossless-v1
vn34:other_cos-45.4:63b8f971a2938b26	deepen	other_cos-45.4:frame:e9234b123551dcfa	Patient	SubjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4:role:Patient:lossless-v1
vn34:judgment-33.1-1:5ff0460140017ca0	defame	judgment-33.1-1:frame:ccdbb6f5c9df3861	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:judgment-33.1-1:role:Theme:lossless-v1
vn34:judgment-33.1-1:5ff0460140017ca0	defame	judgment-33.1-1:frame:ccdbb6f5c9df3861	Attribute	PostVerbHole2	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:judgment-33.1-1:role:Attribute:lossless-v1
vn34:judgment-33.1-1:5ff0460140017ca0	defame	judgment-33.1-1:frame:ccdbb6f5c9df3861	Agent	SubjectHole	HasSort Human	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:judgment-33.1-1:role:Agent:audited-projection-v1
vn34:debone-10.8:369a77960fd54183	defang	debone-10.8:frame:8a6a0e3fd6e6e7d3	Source	ObjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""concrete""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:debone-10.8:role:Source:lossless-v1
vn34:debone-10.8:369a77960fd54183	defang	debone-10.8:frame:8a6a0e3fd6e6e7d3	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:debone-10.8:role:Agent:audited-projection-v1
vn34:debone-10.8:d7d8491052fbfff0	defat	debone-10.8:frame:8a6a0e3fd6e6e7d3	Source	ObjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""concrete""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:debone-10.8:role:Source:lossless-v1
vn34:debone-10.8:d7d8491052fbfff0	defat	debone-10.8:frame:8a6a0e3fd6e6e7d3	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:debone-10.8:role:Agent:audited-projection-v1
vn34:debone-10.8:cc75b2848dde8eed	defeather	debone-10.8:frame:8a6a0e3fd6e6e7d3	Source	ObjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""concrete""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:debone-10.8:role:Source:lossless-v1
vn34:debone-10.8:cc75b2848dde8eed	defeather	debone-10.8:frame:8a6a0e3fd6e6e7d3	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:debone-10.8:role:Agent:audited-projection-v1
vn34:breathe-40.1.2-1:e9d66be5749ba3d6	defecate	breathe-40.1.2-1:frame:9e33072a36f98c73	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:breathe-40.1.2-1:role:Theme:lossless-v1
vn34:breathe-40.1.2-1:e9d66be5749ba3d6	defecate	breathe-40.1.2-1:frame:9e33072a36f98c73	Agent	SubjectHole	HasSort Animate	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:breathe-40.1.2-1:role:Agent:audited-projection-v1
vn34:exhale-40.1.3-1:e6b7f955ce356e73	defecate	exhale-40.1.3-1:frame:427fd2a0a73f0faf	Agent	SubjectHole	HasSort Animate	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:exhale-40.1.3-1:role:Agent:audited-projection-v1
